890628581482737678 132321192 {}
890628581482737678 21599322 {}
890628581482737678 1377869212111212545 {}
132321192 1278437768 {}
132321192 1666783946 {}
132321192 50969519 {}
132321192 712454872616935424 {}
132321192 17121244 {}
132321192 1233449477467336704 {}
132321192 311185536 {}
132321192 1029106757375733763 {}
132321192 177487411 {}
132321192 565165795 {}
132321192 5729722 {}
132321192 1329513472313311233 {}
132321192 16033370 {}
132321192 4878624400 {}
132321192 1427686365760733188 {}
132321192 805245391 {}
132321192 17378086 {}
132321192 989266015908327424 {}
132321192 3269320843 {}
132321192 4519448361 {}
132321192 28362043 {}
132321192 1325520646567198721 {}
132321192 15855816 {}
132321192 1042538547788447744 {}
132321192 4260410532 {}
132321192 241274241 {}
132321192 835023839142739968 {}
132321192 622483377 {}
132321192 715025742 {}
132321192 271743740 {}
132321192 3594983112 {}
132321192 121272724 {}
132321192 2387924959 {}
132321192 1232468167 {}
132321192 1240303655921881089 {}
132321192 54122272 {}
132321192 30104885 {}
132321192 28864315 {}
132321192 21599322 {}
132321192 1284311789010710528 {}
132321192 4891832269 {}
132321192 3162986161 {}
132321192 1128329646 {}
132321192 2462342520 {}
21599322 132321192 {}
1427686365760733188 132321192 {}
1427686365760733188 712454872616935424 {}
1427686365760733188 805245391 {}
1427686365760733188 30104885 {}
1427686365760733188 909498585510699008 {}
5729722 132321192 {}
5729722 1590125810 {}
5729722 29552875 {}
5729722 15669662 {}
5729722 21599322 {}
1281598022783250432 132321192 {}
1281598022783250432 1274027930310541315 {}
1281598022783250432 1351868658532937728 {}
1281598022783250432 1274115446992748544 {}
16033370 132321192 {}
16033370 50969519 {}
16033370 17121244 {}
16033370 4878624400 {}
16033370 17378086 {}
16033370 24104158 {}
16033370 277642732 {}
16033370 28362043 {}
16033370 4260410532 {}
16033370 715025742 {}
16033370 3594983112 {}
16033370 54122272 {}
16033370 1128329646 {}
16033370 22401067 {}
16033370 2171383048 {}
1240303655921881089 132321192 {}
1240303655921881089 15669662 {}
4878624400 132321192 {}
4878624400 50969519 {}
4878624400 17121244 {}
4878624400 311185536 {}
4878624400 1029106757375733763 {}
4878624400 177487411 {}
4878624400 134296601 {}
4878624400 16033370 {}
4878624400 4235291896 {}
4878624400 835023839142739968 {}
4878624400 715025742 {}
4878624400 271743740 {}
4878624400 751757389 {}
4878624400 3594983112 {}
4878624400 2387924959 {}
4878624400 1232468167 {}
4878624400 54122272 {}
4878624400 832997386645553152 {}
4878624400 3162986161 {}
4878624400 1128329646 {}
4878624400 56906160 {}
177487411 132321192 {}
177487411 17121244 {}
177487411 4878624400 {}
177487411 3240314564 {}
177487411 17378086 {}
177487411 28362043 {}
177487411 241274241 {}
177487411 121272724 {}
177487411 2387924959 {}
177487411 1232468167 {}
177487411 54122272 {}
177487411 21634943 {}
177487411 22401067 {}
1329513472313311233 132321192 {}
1329513472313311233 1271440289962397698 {}
1329513472313311233 1295557442588164096 {}
4260410532 132321192 {}
4260410532 17121244 {}
4260410532 16033370 {}
4260410532 730802856 {}
1325520646567198721 132321192 {}
1325520646567198721 712454872616935424 {}
1325520646567198721 17121244 {}
1325520646567198721 805245391 {}
1325520646567198721 17378086 {}
1325520646567198721 24104158 {}
1325520646567198721 28362043 {}
1325520646567198721 121272724 {}
1325520646567198721 1232468167 {}
1325520646567198721 54122272 {}
2387924959 132321192 {}
2387924959 17121244 {}
2387924959 177487411 {}
2387924959 16033370 {}
2387924959 4878624400 {}
2387924959 3240314564 {}
2387924959 17378086 {}
2387924959 24104158 {}
2387924959 277642732 {}
2387924959 28362043 {}
2387924959 241274241 {}
2387924959 121272724 {}
2387924959 1232468167 {}
2387924959 54122272 {}
2387924959 3162986161 {}
2387924959 1128329646 {}
2387924959 22401067 {}
1295557442588164096 132321192 {}
1295557442588164096 1329513472313311233 {}
1295557442588164096 24104158 {}
1295557442588164096 28362043 {}
1295557442588164096 18184668 {}
1295557442588164096 15855816 {}
1295557442588164096 1300633581476352000 {}
1295557442588164096 2387924959 {}
1295557442588164096 54122272 {}
1295557442588164096 1128329646 {}
1295557442588164096 22401067 {}
841585560338735104 132321192 {}
415127944 132321192 {}
1284311789010710528 132321192 {}
1284311789010710528 712454872616935424 {}
1284311789010710528 28362043 {}
1284311789010710528 121272724 {}
1284311789010710528 1232468167 {}
1284311789010710528 54122272 {}
712454872616935424 132321192 {}
712454872616935424 17121244 {}
712454872616935424 805245391 {}
712454872616935424 3269320843 {}
712454872616935424 28362043 {}
712454872616935424 1325520646567198721 {}
712454872616935424 241274241 {}
712454872616935424 121272724 {}
712454872616935424 1232468167 {}
712454872616935424 54122272 {}
712454872616935424 30104885 {}
712454872616935424 21634943 {}
712454872616935424 3162986161 {}
1042538547788447744 132321192 {}
1042538547788447744 4878624400 {}
1042538547788447744 28362043 {}
1042538547788447744 43466790 {}
1042538547788447744 1232468167 {}
1042538547788447744 54122272 {}
1042538547788447744 22401067 {}
3162986161 132321192 {}
3162986161 17121244 {}
3162986161 16033370 {}
3162986161 4878624400 {}
3162986161 17378086 {}
3162986161 3269320843 {}
3162986161 277642732 {}
3162986161 28362043 {}
3162986161 241274241 {}
3162986161 121272724 {}
3162986161 2387924959 {}
3162986161 54122272 {}
3162986161 2478808190 {}
3162986161 1128329646 {}
1233449477467336704 132321192 {}
1233449477467336704 1775348526 {}
1233449477467336704 3269320843 {}
1233449477467336704 28362043 {}
1233449477467336704 54122272 {}
715025742 132321192 {}
715025742 50969519 {}
715025742 17121244 {}
715025742 16033370 {}
715025742 4878624400 {}
715025742 277642732 {}
715025742 835023839142739968 {}
715025742 4820114769 {}
715025742 271743740 {}
715025742 3594983112 {}
715025742 121272724 {}
715025742 43466790 {}
715025742 1128329646 {}
715025742 22401067 {}
1215005743453069312 132321192 {}
805245391 132321192 {}
805245391 712454872616935424 {}
805245391 1427686365760733188 {}
805245391 15831324 {}
805245391 3269320843 {}
805245391 28362043 {}
805245391 1325520646567198721 {}
805245391 1232468167 {}
805245391 54122272 {}
805245391 181845102 {}
805245391 28864315 {}
1029106757375733763 132321192 {}
1029106757375733763 330060657 {}
1029106757375733763 192093810 {}
1029106757375733763 715025742 {}
1029106757375733763 1128329646 {}
1232468167 132321192 {}
1232468167 50969519 {}
1232468167 17121244 {}
1232468167 177487411 {}
1232468167 16033370 {}
1232468167 17378086 {}
1232468167 24104158 {}
1232468167 3269320843 {}
1232468167 277642732 {}
1232468167 4519448361 {}
1232468167 28362043 {}
1232468167 241274241 {}
1232468167 121272724 {}
1232468167 43466790 {}
1232468167 558890396 {}
1232468167 54122272 {}
1232468167 28864315 {}
1232468167 1128329646 {}
1232468167 22401067 {}
1232468167 2171383048 {}
14676031 132321192 {}
14676031 1666783946 {}
14676031 712454872616935424 {}
14676031 177487411 {}
14676031 16033370 {}
14676031 989266015908327424 {}
14676031 24104158 {}
14676031 277642732 {}
14676031 28362043 {}
14676031 241274241 {}
14676031 622483377 {}
14676031 121272724 {}
14676031 1232468167 {}
14676031 54122272 {}
14676031 28864315 {}
14676031 22401067 {}
4891832269 132321192 {}
622483377 132321192 {}
622483377 1512390908 {}
622483377 909498585510699008 {}
560198346 132321192 {}
121272724 132321192 {}
121272724 177487411 {}
121272724 3269320843 {}
121272724 277642732 {}
121272724 28362043 {}
121272724 1325520646567198721 {}
121272724 22119462 {}
121272724 1232468167 {}
121272724 54122272 {}
121272724 1284311789010710528 {}
377644973 132321192 {}
1666783946 132321192 {}
1666783946 28362043 {}
1666783946 241274241 {}
1666783946 54122272 {}
1666783946 22401067 {}
32631656 132321192 {}
32631656 16033370 {}
17378086 132321192 {}
17378086 17121244 {}
17378086 177487411 {}
17378086 16033370 {}
17378086 24104158 {}
17378086 3269320843 {}
17378086 4519448361 {}
17378086 28362043 {}
17378086 241274241 {}
17378086 121272724 {}
17378086 2387924959 {}
17378086 1232468167 {}
17378086 54122272 {}
17378086 28702469 {}
17378086 28864315 {}
17378086 3162986161 {}
